genres,rated,title,countries,year,type,languages,imdb_rating,rt_rating,decade
Comedy,PG-13,Teen Witch,USA,1989,movie,English,6.2,3.5,1990
Documentary,PG-13,"Thelonious Monk: Straight, No Chaser",USA,1988,movie,English,7.7,4,1990
Comedy,R,Love Without Pity,France,1989,movie,French,7,3.7,1990
Comedy,PG-13,Wicked Stepmother,USA,1989,movie,English,3.9,2.7,1990
Drama,PG-13,The Field,Ireland,1990,movie,English,7.4,3.8,1990
Crime,R,The Grifters,USA,1990,movie,English,7,3.4,1990
Adventure,PG,Shipwrecked,Norway,1990,movie,English,6.6,3.6,1990
Drama,PG-13,Everybody's Fine,Italy,1990,movie,Italian,7.8,4.1,1990
Comedy,R,Uranus,France,1990,movie,French,6.9,3.5,1990
Drama,PG-13,"èAy, Carmela!",Spain,1990,movie,Spanish,7.2,3.7,1990
Drama,NA,The Stranger,France,1991,movie,Bengali,8,4.3,1990
Comedy,PG,And You Thought Your Parents Were Weird,USA,1991,movie,English,4.4,3.2,1990
Drama,NA,The Flesh,Italy,1991,movie,Italian,5.5,3.3,1990
Action,R,Miracle Mile,USA,1988,movie,English,7,3.5,1990
Comedy,PG-13,Parenthood,USA,1989,movie,English,7,3.2,1990
Action,NA,Qun long xi feng,Hong Kong,1989,movie,Cantonese,7.8,4,1990
Action,R,A Better Tomorrow III: Love and Death in Saigon,Hong Kong,1989,movie,Cantonese,5.9,3,1990
Action,R,The Adventures of Ford Fairlane,USA,1990,movie,English,6.2,3.2,1990
Family,NA,Anjali,India,1990,movie,Tamil,8,2.9,1990
Comedy,PG-13,Arachnophobia,USA,1990,movie,English,6.3,2.8,1990
Biography,PG-13,Awakenings,USA,1990,movie,English,7.8,3.7,1990
Drama,PG,Caroline?,USA,1990,movie,English,7.4,3.7,1990
Adventure,PG-13,Dances with Wolves,USA,1990,movie,English,8,3.6,1990
Action,PG-13,Days of Thunder,USA,1990,movie,English,5.9,3,1990
Drama,NA,La dèsenchantèe,France,1990,movie,French,6.3,3.3,1990
Action,NOT RATED,Bullet in the Head,Hong Kong,1990,movie,Cantonese,7.7,4,1990
Comedy,R,Eating,USA,1990,movie,English,6.3,3.1,1990
Crime,NA,The Little Kidnappers,Canada,1990,movie,English,6.2,3.5,1990
Comedy,R,Life Is Sweet,UK,1990,movie,English,7.5,4,1990
Sci-Fi,R,Megaville,USA,1990,movie,English,4.1,3.4,1990
Comedy,NA,Moya moryachka,Soviet Union,1990,movie,Russian,5.8,3.1,1990
Drama,NA,Nouvelle vague,Switzerland,1990,movie,French,7.3,3.8,1990
Animation,G,The Nutcracker Prince,Canada,1990,movie,English,6.8,3.4,1990
Drama,PG,Journey of Hope,Switzerland,1990,movie,Turkish,7.6,4,1990
Comedy,NOT RATED,Singapore Sling,Greece,1990,movie,French,6.6,3.8,1990
Documentary,NA,Sink or Swim,USA,1990,movie,English,7.2,3.6,1990
Action,PG,Teenage Mutant Ninja Turtles,USA,1990,movie,English,6.7,3.3,1990
Comedy,R,The Unbelievable Truth,USA,1989,movie,English,7.5,3.9,1990
Western,PG-13,Young Guns II,USA,1990,movie,English,6.4,3.2,1990
Drama,PG,Dreams,USA,1990,movie,Japanese,7.8,4,1990
Drama,R,Class Action,USA,1991,movie,English,6.3,3.1,1990
Drama,R,Close My Eyes,UK,1991,movie,English,6.4,3.2,1990
Biography,R,The Doors,USA,1991,movie,English,7.2,3.6,1990
Comedy,PG-13,Dutch,USA,1991,movie,English,6.4,3.2,1990
Drama,R,The Five Heartbeats,USA,1991,movie,English,7.5,4.2,1990
Comedy,R,Frankie and Johnny,USA,1991,movie,English,6.7,3.2,1990
Action,R,Lock Up,USA,1989,movie,English,6.3,3.1,1990
Action,PG-13,Licence to Kill,UK,1989,movie,English,6.6,3.1,1990
Comedy,R,Meet the Feebles,New Zealand,1989,movie,English,6.7,3.5,1990
Action,PG-13,Miracles - Mr. Canton and Lady Rose,Hong Kong,1989,movie,Cantonese,7.2,3.7,1990
Inconnu,NA,El rèo que nos lleva,Spain,1989,movie,Spanish,7.2,NA,1990
Comedy,R,Shirley Valentine,UK,1989,movie,English,7.2,3.8,1990
Comedy,R,Society,USA,1989,movie,English,6.5,3.2,1990
Comedy,NA,Tales of a Golden Geisha,Japan,1990,movie,Japanese,6.5,3.2,1990
Biography,NA,Bethune: The Making of a Hero,Canada,1990,movie,English,6.8,2.5,1990
Horror,R,Black Rainbow,UK,1989,movie,English,5.9,3.2,1990
Drama,R,The Comfort of Strangers,USA,1990,movie,English,6.5,3.3,1990
Biography,UNRATED,The Court-Martial of Jackie Robinson,USA,1990,movie,English,6.7,2.8,1990
Action,R,Die Hard 2,USA,1990,movie,English,7.1,3.5,1990
Thriller,R,Dimenticare Palermo,Italy,1990,movie,Italian,5.4,3,1990
Comedy,NA,Fantozzi alla riscossa,Italy,1990,movie,Italian,5.8,3.1,1990
Drama,R,The Guardian,USA,1990,movie,English,5.3,2.8,1990
Drama,R,Hidden Agenda,UK,1990,movie,English,7,3.6,1990
Biography,NA,Korczak,Poland,1990,movie,Polish,7.5,4,1990
Horror,R,Mindwarp,USA,1992,movie,English,5.2,2.9,1990
Action,UNRATED,Sien nui yau wan II yan gaan do,Hong Kong,1990,movie,Cantonese,7.1,3.4,1990
Drama,NA,Un week-end sur deux,France,1990,movie,French,6.2,0,1990
Drama,R,"I, the Worst of All",Argentina,1990,movie,Spanish,7.2,3.1,1990
Comedy,R,Barton Fink,USA,1991,movie,English,7.7,3.9,1990
Drama,UNRATED,La belle noiseuse,France,1991,movie,French,7.8,4,1990
Action,R,Billy Bathgate,USA,1991,movie,English,5.9,2.8,1990
Drama,NA,The Cabinet of Dr. Ramirez,France,1991,movie,Inconnu,5.2,3.3,1990
Drama,NA,Lune froide,France,1991,movie,French,7.1,4.1,1990
Action,R,Harley Davidson and the Marlboro Man,USA,1991,movie,English,5.9,3.2,1990
Comedy,NA,The Crumbs,Denmark,1991,movie,Danish,5.7,0,1990
Documentary,NA,Lyrisch nitraat,Netherlands,1991,movie,Dutch,7,1.5,1990
Documentary,R,Madonna: Truth or Dare,USA,1991,movie,English,6,3.2,1990
Drama,NA,The Red Flute,Soviet Union,1989,movie,Russian,7.1,3.4,1990
Drama,PG-13,Guilty by Suspicion,USA,1991,movie,English,6.5,3.2,1990
Comedy,R,Highway 61,Canada,1991,movie,English,7.2,3.8,1990
Short,NA,World of Glory,Sweden,1991,movie,Inconnu,7.7,4.1,1990
Drama,R,JFK,France,1991,movie,English,8,3.8,1990
Comedy,PG-13,Kafka,France,1991,movie,English,7,4.7,1990
Comedy,PG,Lucky Luke,Italy,1991,movie,English,5,3.5,1990
Drama,PG-13,Madame Bovary,France,1991,movie,French,6.6,3.3,1990
Crime,M,Murder in New Hampshire: The Pamela Wojas Smart Story,USA,1991,movie,English,5.9,3.2,1990
Action,R,New Jack City,USA,1991,movie,English,6.6,3.4,1990
Crime,R,Grand Canyon,USA,1991,movie,English,6.9,3.4,1990
Horror,UNRATED,The Haunted,USA,1991,movie,English,6.5,0,1990
Action,PG-13,Hot Shots!,USA,1991,movie,English,6.7,3,1990
Drama,PG-13,The Man in the Moon,USA,1991,movie,English,7.5,3.7,1990
Drama,NA,Mother,France,1991,movie,French,7.7,4.4,1990
Crime,R,Light Sleeper,USA,1992,movie,English,6.8,3.3,1990
Documentary,R,Hearts of Darkness: A Filmmaker's Apocalypse,USA,1991,movie,English,8.2,4.2,1990
Drama,NA,I Don't Kiss,France,1991,movie,French,6.6,3.5,1990
Comedy,R,Hear My Song,Ireland,1991,movie,English,7.3,3.7,1990
Comedy,R,Hangin' with the Homeboys,USA,1991,movie,English,7,3.4,1990
Biography,PG-13,Impromptu,UK,1991,movie,English,7,3.5,1990
Comedy,R,Johnny Stecchino,Italy,1991,movie,Italian,7.2,3.8,1990
Comedy,NA,Mon Pere Ce Heros,France,1991,movie,French,6.1,3.3,1990
Drama,R,My Own Private Idaho,USA,1991,movie,English,7.1,3.6,1990
Comedy,R,Night on Earth,France,1991,movie,English,7.8,4,1990
Drama,NA,Hors la vie,Belgium,1991,movie,French,6.8,4,1990
Drama,NA,The Suspended Step of the Stork,France,1991,movie,French,7.6,4.1,1990
Comedy,PG-13,My Girl,USA,1991,movie,English,6.8,3.5,1990
Action,R,The Last Boy Scout,USA,1991,movie,English,6.9,3.3,1990
Drama,UNRATED,Grand Isle,USA,1991,movie,English,5.2,0,1990
Drama,PG,Little Man Tate,USA,1991,movie,English,6.6,3.2,1990
Crime,R,Mobsters,USA,1991,movie,English,5.8,3.1,1990
Drama,NA,Mrs. Lambert Remembers Love,USA,1991,movie,English,6.7,2.6,1990
Action,R,Hudson Hawk,USA,1991,movie,English,5.7,2.9,1990
Drama,R,Jungle Fever,USA,1991,movie,English,6.5,2.9,1990
Drama,R,Naked Lunch,Canada,1991,movie,English,7.1,3.6,1990
Comedy,NA,A Little Stiff,USA,1991,movie,English,7.2,4.2,1990
Action,R,The Hard Way,USA,1991,movie,English,6.3,3,1990
Comedy,NA,La mujer de Benjamèn,Mexico,1991,movie,Spanish,7.2,3.4,1990
Comedy,PG-13,The Naked Gun 2è: The Smell of Fear,USA,1991,movie,English,6.8,3,1990
Adventure,PG,Hook,USA,1991,movie,English,6.7,3.3,1990
Horror,R,A Demon in My View,Germany,1992,movie,German,4.9,2.5,1990
Comedy,R,Mediterraneo,Italy,1991,movie,Italian,7.4,4.1,1990
Drama,R,Men of Respect,USA,1990,movie,English,5.3,3.1,1990
Action,UNRATED,Godzilla vs. King Ghidorah,Japan,1991,movie,Japanese,6.6,3.5,1990
Sci-Fi,PG-13,Guyver,USA,1991,movie,English,4.7,2.8,1990
Drama,PG-13,Voyager,France,1991,movie,German,6.8,3.7,1990
Comedy,R,The Marrying Man,USA,1991,movie,English,5.6,2.7,1990
Mystery,R,Mortal Thoughts,USA,1991,movie,English,5.7,2.9,1990
Drama,R,The Indian Runner,USA,1991,movie,English,7.2,3.7,1990
Drama,PG,Rhapsody in August,Japan,1991,movie,Japanese,7.3,3.6,1990
Crime,NA,A Brighter Summer Day,Taiwan,1991,movie,Mandarin,8.3,4.5,1990
Crime,R,A Kiss Before Dying,UK,1991,movie,English,5.6,2.8,1990
Drama,R,A Midnight Clear,USA,1992,movie,English,7.2,3.7,1990
Drama,R,Mississippi Masala,UK,1991,movie,English,6.6,3.4,1990
Crime,R,Homicide,USA,1991,movie,English,7.1,3.6,1990
Action,PG-13,If Looks Could Kill,USA,1991,movie,English,5.6,2.9,1990
Drama,PG-13,Mister Johnson,USA,1990,movie,English,6.4,3.4,1990
Comedy,NA,Musuko,Japan,1991,movie,Japanese,7.3,3.7,1990
Drama,G,"Sarah, Plain and Tall",USA,1991,movie,English,7.3,3.4,1990
Drama,NA,Perfect Harmony,USA,1991,movie,English,7.5,3.8,1990
Action,R,Point Break,USA,1991,movie,English,7.2,3.3,1990
Drama,NC-17,Poison,USA,1991,movie,English,6.6,3.5,1990
Drama,R,Salmonberries,Germany,1991,movie,English,6.2,3.1,1990
Comedy,NOT RATED,Sèlo con tu pareja,Mexico,1991,movie,Spanish,7.1,3.6,1990
Comedy,NA,The Elementary School,Czechoslovakia,1991,movie,Czech,8.1,4.3,1990
Drama,NA,Una storia semplice,Italy,1991,movie,Italian,7.3,3.2,1990
Comedy,NA,Pappa ante Portas,Germany,1991,movie,German,8.1,4.4,1990
Drama,R,Proof,Australia,1991,movie,English,7.4,3.6,1990
Comedy,R,A Rage in Harlem,UK,1991,movie,English,5.9,3.2,1990
Crime,R,Shattered,USA,1991,movie,English,6.5,3.1,1990
Action,UNRATED,Sien lui yau wan III: Do do do,Hong Kong,1991,movie,Cantonese,6.8,3.3,1990
Comedy,NA,Surviving Desire,USA,1993,movie,English,7.5,3.8,1990
Comedy,NA,Den ofrivillige golfaren,Sweden,1991,movie,Swedish,5.6,3.1,1990
Comedy,R,Queens Logic,USA,1991,movie,English,5.9,2.9,1990
Drama,PG-13,Regarding Henry,USA,1991,movie,English,6.7,3.3,1990
Comedy,R,Slacker,USA,1991,movie,English,7.1,3.7,1990
Action,PG,Star Trek VI: The Undiscovered Country,USA,1991,movie,English,7.2,3.5,1990
Comedy,R,The Super,USA,1991,movie,English,5.4,2.7,1990
Comedy,R,Switch,USA,1991,movie,English,5.7,2.9,1990
Action,PG,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,USA,1991,movie,English,6,3.1,1990
Drama,R,"Olivier, Olivier",France,1992,movie,French,7.7,4,1990
Drama,NA,Oxen,Sweden,1991,movie,Swedish,7.2,3.7,1990
Drama,PG-13,Paradise,USA,1991,movie,English,6.7,3.1,1990
Comedy,NA,Il portaborse,Italy,1991,movie,Italian,7.1,3.5,1990
Drama,R,The Prince of Tides,USA,1991,movie,English,6.6,3.4,1990
Drama,NA,Saajan,India,1991,movie,Hindi,7.3,3.8,1990
Action,R,Scanners II: The New Order,Canada,1991,movie,English,5.2,2.7,1990
Adventure,PG-13,Return to the Blue Lagoon,USA,1991,movie,English,5,2.8,1990
Action,R,Rush,USA,1991,movie,English,6.7,3.4,1990
Drama,PG-13,Shout,USA,1991,movie,English,4.9,2.9,1990
Drama,PG,Strangers in Good Company,Canada,1990,movie,English,7.7,3.8,1990
Action,NA,Fight Back to School,Hong Kong,1991,movie,Cantonese,7.2,3.9,1990
Action,PG-13,Quigley Down Under,Australia,1990,movie,English,6.8,3.2,1990
Drama,R,Sometimes They Come Back,USA,1991,movie,English,5.7,3,1990
Comedy,R,Once Around,USA,1991,movie,English,6.5,3.5,1990
Action,PG,Robot Jox,USA,1989,movie,English,5.3,2.7,1990
Comedy,R,Shakes the Clown,USA,1991,movie,English,5.5,3,1990
Crime,R,The Silence of the Lambs,USA,1991,movie,English,8.6,4.1,1990
Action,R,Stone Cold,USA,1991,movie,English,5.8,3.2,1990
Action,R,One Good Cop,USA,1991,movie,English,5.8,2.8,1990
Comedy,R,High Heels,Spain,1991,movie,Spanish,7.2,3.9,1990
Comedy,PG,Oscar,USA,1991,movie,English,6.3,2.8,1990
Fantasy,R,Prospero's Books,UK,1991,movie,English,6.9,3.9,1990
Drama,R,Rambling Rose,USA,1991,movie,English,6.7,3,1990
Action,PG-13,Robin Hood: Prince of Thieves,USA,1991,movie,English,6.9,3.4,1990
Action,R,Terminator 2: Judgment Day,USA,1991,movie,English,8.5,3.7,1990
Comedy,NA,Oblako-ray,Soviet Union,1990,movie,Russian,7.9,3.1,1990
Comedy,R,Scorchers,UK,1991,movie,English,5.9,3.5,1990
Drama,PG-13,Not Without My Daughter,USA,1991,movie,English,6.1,3.4,1990
Comedy,PG-13,Nothing But Trouble,USA,1991,movie,English,4.8,2.7,1990
Drama,NOT RATED,Night and Day,Belgium,1991,movie,French,6.3,3.7,1990
Crime,R,One False Move,USA,1992,movie,English,7.2,3.6,1990
Horror,R,Servants of Twilight,USA,1991,movie,English,5.1,3.1,1990
Comedy,NA,Tinpis Run,France,1991,movie,Inconnu,6.5,3,1990
Drama,R,Paris Trout,USA,1991,movie,English,6.5,3.4,1990
Comedy,R,The Pope Must Diet,UK,1991,movie,English,5,3,1990
Comedy,PG-13,Problem Child 2,USA,1991,movie,English,4.4,2.5,1990
Drama,R,The Rapture,USA,1991,movie,English,6.4,3.2,1990
Action,PG,The Rocketeer,USA,1991,movie,English,6.4,3,1990
Biography,NA,Center Stage,Hong Kong,1991,movie,Cantonese,7.8,3.9,1990
Drama,NA,Scream of Stone,Germany,1991,movie,English,6.3,3.6,1990
Crime,R,Sleeping with the Enemy,USA,1991,movie,English,6.1,3.2,1990
Comedy,PG,What About Bob?,USA,1991,movie,English,7,3.3,1990
Action,R,Once Upon a Time in China,Hong Kong,1991,movie,Cantonese,7.4,3.8,1990
Comedy,NC-17,Man Bites Dog,Belgium,1992,movie,French,7.6,4.1,1990
Adventure,PG-13,Captain Ron,USA,1992,movie,English,5.6,2.7,1990
Horror,R,Children of the Night,USA,1991,movie,English,4.5,2.8,1990
Comedy,R,Dr. Giggles,USA,1992,movie,English,4.9,2.7,1990
Animation,UNRATED,A Grand Day Out,UK,1989,movie,English,7.8,3.9,1990
Action,R,The Legend of the Swordsman,Hong Kong,1992,movie,Cantonese,7.3,2.8,1990
Crime,APPROVED,Prime Suspect 2,UK,1992,series,English,8.3,3.1,1990
Drama,R,Afterburn,USA,1992,movie,English,6.3,3.4,1990
Adventure,PG-13,1492: Conquest of Paradise,France,1992,movie,English,6.5,3.1,1990
Documentary,NOT RATED,Baraka,USA,1992,movie,Inconnu,8.6,4.4,1990
Biography,PG,The Babe,USA,1992,movie,English,5.8,2.9,1990
Action,PG-13,Buffy the Vampire Slayer,USA,1992,movie,English,5.5,2.8,1990
Comedy,R,Bob Roberts,USA,1992,movie,English,7,3.5,1990
Documentary,NOT RATED,Brother's Keeper,USA,1992,movie,English,7.7,4.1,1990
Comedy,NA,Careful,Canada,1992,movie,English,7.2,4,1990
Drama,R,Final Analysis,USA,1992,movie,English,5.8,2.8,1990
Animation,PG-13,Cool World,USA,1992,movie,English,4.7,2.6,1990
Comedy,NA,Four Eyes and Six-Guns,USA,1992,movie,English,5.7,3.2,1990
Biography,NA,Daens,Belgium,1992,movie,Flemish,7.7,3.8,1990
Horror,R,Dolly Dearest,USA,1991,movie,English,4.6,2.9,1990
Animation,G,FernGully: The Last Rainforest,Australia,1992,movie,English,6.4,3.1,1990
Adventure,UNRATED,Godzilla and Mothra: The Battle for Earth,Japan,1992,movie,Japanese,6.1,3.4,1990
Comedy,NA,Zombie and the Ghost Train,Finland,1991,movie,Finnish,7.3,3.8,1990
Comedy,R,Trust,UK,1990,movie,English,7.6,4.3,1990
Documentary,R,Aileen Wuornos: The Selling of a Serial Killer,UK,1992,movie,English,7.1,3.5,1990
Comedy,R,Belle Epoque,Spain,1992,movie,Spanish,7.2,3.6,1990
Drama,R,Como agua para chocolate,Mexico,1992,movie,Spanish,7.2,3.9,1990
Comedy,NA,The Oak,France,1992,movie,Romanian,8.2,4.2,1990
Comedy,PG-13,Folks!,USA,1992,movie,English,5.4,3,1990
Action,R,Year of the Gun,USA,1991,movie,English,5.7,2.8,1990
Drama,R,Amazon,USA,1990,movie,English,5.5,3,1990
Comedy,R,Basket Case 3,USA,1991,movie,English,4.3,3.3,1990
Horror,R,Dracula,USA,1992,movie,English,7.5,3.6,1990
Drama,R,Citizen Cohn,USA,1992,movie,English,7.2,3.2,1990
Crime,R,Consenting Adults,USA,1992,movie,English,5.7,2.8,1990
Drama,R,Damage,UK,1992,movie,English,6.9,3.5,1990
Drama,R,"Gas, Food Lodging",USA,1992,movie,English,6.7,3.4,1990
Horror,R,Alienè,USA,1992,movie,English,6.4,3.1,1990
Animation,PG-13,Bèbè's Kids,USA,1992,movie,English,5.4,3.3,1990
Action,R,The Bodyguard,USA,1992,movie,English,6.1,3,1990
Adventure,PG-13,Christopher Columbus: The Discovery,UK,1992,movie,English,4.4,2.4,1990
Drama,NA,A Tale of Winter,France,1992,movie,French,7.6,3.9,1990
Comedy,PG-13,Death Becomes Her,USA,1992,movie,English,6.4,3.3,1990
Comedy,NA,The Great Diamond Robbery,Canada,1992,movie,English,6,3.7,1990
Comedy,NA,Flodder in Amerika!,Netherlands,1992,movie,Dutch,5.4,3.2,1990
Horror,R,Hellraiser III: Hell on Earth,USA,1992,movie,English,5.4,2.9,1990
Comedy,NA,Ucieczka z kina 'Wolnosc',Poland,1990,movie,Polish,7.2,0,1990
Drama,R,White Palace,USA,1990,movie,English,6.5,3.3,1990
Drama,PG,Where Angels Fear to Tread,UK,1991,movie,English,6.6,3.3,1990
Comedy,NA,Yu long gong wu,Hong Kong,1991,movie,Cantonese,7.2,3.6,1990
Biography,R,American Me,USA,1992,movie,English,7.2,4.1,1990
Romance,NA,A Scene at the Sea,Japan,1991,movie,Japanese,7.6,3.9,1990
Drama,R,Candyman,USA,1992,movie,English,6.6,3,1990
Horror,R,Child's Play 3,UK,1991,movie,English,4.9,2.8,1990
Comedy,R,Chopper Chicks in Zombietown,USA,1989,movie,English,3.7,2.9,1990
Drama,NA,Guelwaar,France,1992,movie,French,7.3,4,1990
Drama,R,The Hand That Rocks the Cradle,USA,1992,movie,English,6.5,3.1,1990
Comedy,PG-13,Toto the Hero,Belgium,1991,movie,French,7.7,4.1,1990
Action,R,Toy Soldiers,USA,1991,movie,English,6.5,3,1990
Comedy,NA,Une èpoque formidable...,France,1991,movie,French,6.8,3.4,1990
Drama,NA,The Absence,France,1992,movie,French,6.3,3.6,1990
Crime,R,American Heart,USA,1992,movie,English,6.8,3.4,1990
Drama,NA,Betty,France,1992,movie,French,7.3,3.2,1990
Documentary,G,A Brief History of Time,UK,1991,movie,English,7.5,3.8,1990
Comedy,NA,La crise,Italy,1992,movie,French,6.7,3.9,1990
Drama,PG,Dingo,Australia,1991,movie,English,7,3.4,1990
Action,R,Freejack,USA,1992,movie,English,5.3,2.6,1990
Drama,R,Glengarry Glen Ross,USA,1992,movie,English,7.9,3.9,1990
Biography,NA,The Best Intentions,Sweden,1992,movie,Swedish,7.8,4.2,1990
Mystery,NA,Grand Tour: Disaster in Time,USA,1992,movie,English,6.6,3.3,1990
Biography,R,Hoffa,France,1992,movie,English,6.6,3.3,1990
Adventure,R,Thelma & Louise,USA,1991,movie,English,7.4,3.4,1990
Comedy,PG,Truly Madly Deeply,UK,1990,movie,English,7.3,3.9,1990
Biography,R,Van Gogh,France,1991,movie,French,7.3,3.6,1990
Comedy,UNRATED,The Old Lady Who Walked in the Sea,France,1991,movie,French,6.5,2.9,1990
Crime,R,Bad Lieutenant,USA,1992,movie,English,7.1,3.5,1990
Crime,NOT RATED,Benny's Video,Austria,1992,movie,German,7.2,3.7,1990
Drama,NA,Aclè,Italy,1992,movie,Italian,7.2,3.7,1990
Inconnu,NA,Three Days,Soviet Union,1992,movie,Lithuanian,7.1,3.6,1990
Drama,PG,Alan & Naomi,USA,1992,movie,English,6.8,4,1990
Drama,PG-13,City of Joy,France,1992,movie,English,6.3,3.4,1990
Drama,NA,Daughters of the Dust,USA,1991,movie,English,6.2,3.8,1990
Drama,NA,The Touch,Poland,1992,movie,English,6.4,3.8,1990
Crime,R,Guncrazy,USA,1992,movie,English,5.5,2.9,1990
Horror,PG,Grave Secrets: The Legacy of Hilltop Drive,USA,1992,movie,English,5.8,3.4,1990
Comedy,R,Boomerang,USA,1992,movie,English,5.4,2.8,1990
Drama,NA,Rebels of the Neon God,Taiwan,1992,movie,Mandarin,7.6,3.8,1990
Horror,R,Dust Devil,South Africa,1992,movie,Inconnu,6.3,3.4,1990
Action,NA,Lee Rock,Hong Kong,1991,movie,Cantonese,7.1,3.5,1990
Biography,NA,Tous les matins du monde,France,1991,movie,French,7.5,4.1,1990
Action,PG-13,Batman Returns,USA,1992,movie,English,7,3.3,1990
Biography,PG-13,Chaplin,USA,1992,movie,English,7.6,3.7,1990
Biography,NOT RATED,Child of Rage,USA,1992,movie,English,6.5,3,1990
Crime,R,The Crying Game,UK,1992,movie,English,7.3,3.5,1990
Drama,PG-13,Dead Ahead: The Exxon Valdez Disaster,UK,1992,movie,English,6.7,0,1990
Documentary,NA,Dream Deceivers: The Story Behind James Vance vs. Judas Priest,USA,1992,movie,English,7.3,4,1990
Adventure,PG-13,Far and Away,USA,1992,movie,English,6.5,3.2,1990
Horror,R,Cronos,Mexico,1993,movie,Spanish,6.8,3.5,1990
Drama,NA,Dièn Bièn Phè,France,1992,movie,French,6,3.7,1990
Drama,NA,Doing Time on Maple Drive,USA,1992,movie,English,7,3.6,1990
Action,NA,All for the Winner,Hong Kong,1990,movie,Cantonese,7,3.8,1990
Horror,PG,Grave Secrets: The Legacy of Hilltop Drive,USA,1992,movie,English,5.7,3.4,1990
Drama,UNRATED,Hedd Wyn,UK,1992,movie,Welsh,7.2,4,1990
Drama,NA,Vacas,Spain,1992,movie,Spanish,7.2,3.8,1990
Drama,NA,Assassin of the Tsar,Soviet Union,1991,movie,Russian,6.9,3.7,1990
Adventure,PG,White Fang,USA,1991,movie,English,6.6,3.1,1990
Inconnu,NA,Yumeji,Japan,1991,movie,Japanese,7.2,3.8,1990
Action,PG,3 Ninjas,USA,1992,movie,English,5.1,2.7,1990
Documentary,UNRATED,Color Adjustment,USA,1992,movie,English,7.2,3.7,1990
Drama,R,Basic Instinct,France,1992,movie,English,6.9,3.1,1990
Crime,R,Equinox,USA,1992,movie,English,5.7,2.9,1990
Comedy,PG,Beethoven,USA,1992,movie,English,5.5,2.8,1990
Comedy,R,Dead Alive,New Zealand,1992,movie,English,7.6,3.8,1990
Comedy,PG,Encino Man,USA,1992,movie,English,5.6,2.9,1990
Drama,R,A Few Good Men,USA,1992,movie,English,7.6,3.6,1990
Action,R,V.I. Warshawski,USA,1991,movie,English,4.8,2.4,1990
Drama,PG-13,A Woman's Tale,Australia,1991,movie,English,7.2,4.3,1990
Animation,G,Aladdin,USA,1992,movie,English,8,3.7,1990
Comedy,UNRATED,The Eight Immortals Restaurant: The Untold Story,Hong Kong,1993,movie,English,7,3.6,1990
Drama,PG-13,The Inner Circle,Italy,1991,movie,English,7.1,3.7,1990
Comedy,NA,Christmas in Connecticut,USA,1992,movie,English,4.7,2.7,1990
Drama,UNRATED,Crush,New Zealand,1992,movie,English,5.9,0,1990
Action,R,Deep Cover,USA,1992,movie,English,6.9,3.5,1990
Comedy,R,The Distinguished Gentleman,USA,1992,movie,English,5.8,2.8,1990
Drama,PG,Wuthering Heights,UK,1992,movie,English,6.9,3.6,1990
Drama,NA,Gè-hime,Japan,1992,movie,Japanese,7.2,3.4,1990
Drama,NA,The Jar,Iran,1992,movie,Persian,7.3,3.6,1990
Action,R,Lethal Weapon 3,USA,1992,movie,English,6.7,3.2,1990
Comedy,R,Mr. Saturday Night,USA,1992,movie,English,5.8,3.1,1990
Action,R,Patriot Games,USA,1992,movie,English,6.9,3.4,1990
Action,R,Pet Sematary II,USA,1992,movie,English,4.7,2.6,1990
Drama,NA,Le souper,France,1992,movie,French,7.2,4.2,1990
Comedy,PG-13,Toys,USA,1992,movie,English,5,2.6,1990
Comedy,NA,Pushing Hands,Taiwan,1992,movie,Mandarin,7.3,3.8,1990
Horror,R,Twin Peaks: Fire Walk with Me,France,1992,movie,English,7.2,3.6,1990
