genres,rated,title,countries,year,type,languages,imdb_rating,rt_rating,decade
Comedy,R,Office Space,USA,1999,movie,English,7.8,4,2000
Comedy,R,Flawless,USA,1999,movie,English,6.4,3.2,2000
Drama,UNRATED,Eternity and a Day,Greece,1998,movie,Greek,7.8,4.2,2000
Drama,NA,Sitcom,France,1998,movie,French,6.6,3.5,2000
Drama,R,The Thief,Russia,1997,movie,Russian,7.7,4,2000
Drama,R,The Boxer,USA,1997,movie,English,7.1,3.5,2000
Drama,R,Abendland,Germany,1999,movie,German,6.1,3.7,2000
Comedy,NA,Kitchen Party,Canada,1997,movie,English,6.4,3.2,2000
Comedy,R,Santitos,Mexico,1999,movie,Spanish,6.7,3.2,2000
Comedy,R,Hav Plenty,USA,1997,movie,English,6.5,3.8,2000
Action,NA,Kiler,Poland,1997,movie,Polish,7.6,3.9,2000
Drama,PG-13,The Bumblebee Flies Anyway,USA,1999,movie,English,6.4,3.3,2000
Comedy,PG,The Wonderful Ice Cream Suit,USA,1998,movie,English,6.6,3.6,2000
Adventure,NA,Horatio Hornblower: The Duel,UK,1998,movie,English,8.2,4.2,2000
Drama,NA,Bandyta,Poland,1997,movie,English,6.5,NA,2000
Comedy,NA,Everything Must Go,Belgium,1996,movie,Dutch,7.1,2.8,2000
Comedy,R,BASEketball,USA,1998,movie,English,6.6,3.2,2000
Documentary,NA,The Devil at Your Heels,Canada,1981,movie,English,7.5,4.5,1980
Action,PG-13,Driven,USA,2001,movie,English,4.5,2.5,2000
Romance,NA,Silja - nuorena nukkunut,Finland,1956,movie,Finnish,7.1,0,1960
Drama,R,Ride with the Devil,USA,1999,movie,English,6.8,3.3,2000
Action,R,Pitch Black,USA,2000,movie,English,7.1,3.5,2000
Drama,R,Blind Faith,USA,1998,movie,English,7.3,4.2,2000
Action,R,When Trumpets Fade,USA,1998,movie,English,7.3,3.8,2000
Drama,NA,Fifteen and Pregnant,USA,1998,movie,English,5.7,3.4,2000
Comedy,NA,Onnenpeli,Finland,1965,movie,Finnish,5.8,0,1960
Drama,NA,Sissit,Finland,1963,movie,Finnish,7,4.1,1960
Comedy,R,There's Something About Mary,USA,1998,movie,English,7.1,3.2,2000
Adventure,G,Homeward Bound II: Lost in San Francisco,USA,1996,movie,English,5.8,2.9,2000
Comedy,NA,The Dinner,Italy,1998,movie,Italian,7.1,3.8,2000
Adventure,UNRATED,Dune,USA,2000,series,English,7.1,3.9,2000
Crime,NA,Rainy Dog,Japan,1997,movie,Japanese,7.3,3.7,2000
Action,PG-13,The World Is Not Enough,UK,1999,movie,English,6.4,3,2000
Comedy,PG-13,Dick,France,1999,movie,English,6.1,2.7,2000
Crime,R,The Lost Son,France,1999,movie,English,6.6,3.3,2000
Action,PG-13,Spider-Man,USA,2002,movie,English,7.3,3.8,2000
Action,PG-13,Austin Powers: The Spy Who Shagged Me,USA,1999,movie,English,6.6,3.3,2000
Comedy,NA,Happiness,USA,1998,movie,English,7.8,3.9,2000
Biography,PG-13,"Mary, Queen of Scots",UK,1971,movie,English,7.4,3.5,1970
Drama,R,Besieged,Italy,1998,movie,English,7,3.7,2000
Drama,R,Cradle Will Rock,USA,1999,movie,English,6.9,3.4,2000
Drama,NA,Days of Hope,UK,1975,series,English,8.2,3,1980
Comedy,UNRATED,Show Me Love,Sweden,1998,movie,Swedish,7.7,3.9,2000
Inconnu,NA,Gringuito,Chile,1998,movie,Spanish,6.2,3.3,2000
Drama,NA,Next Stop Paradise,France,1998,movie,Romanian,8,4.2,2000
Drama,NA,The Silence,Iran,1998,movie,Persian,7,3.8,2000
Comedy,R,Spanish Fly,Spain,1998,movie,English,4.6,2.7,2000
Drama,R,The Celebration,Denmark,1998,movie,Danish,8.1,4.3,2000
Biography,NA,The Swan and the Wanderer,Finland,1999,movie,Finnish,6.7,3.1,2000
Drama,R,Spring Forward,USA,1999,movie,English,7.4,3.7,2000
Drama,PG,My Dog Skip,USA,2000,movie,English,7,3.1,2000
Drama,R,Enigma,UK,2001,movie,English,6.4,3.2,2000
Horror,R,The Eternal,USA,1998,movie,English,4.3,2.8,2000
Biography,R,Nora,Ireland,2000,movie,English,6,3,2000
Drama,NA,The Baby Dance,USA,1998,movie,English,6.5,3.3,2000
Comedy,NA,The Kingdom,Denmark,1994,series,Danish,8.4,0.3,1990
Thriller,NA,Divorcing Jack,UK,1998,movie,English,6.8,3.8,2000
Animation,NA,The Old Lady and the Pigeons,Canada,1997,movie,English,7.8,4,2000
Documentary,R,Unmade Beds,France,1997,movie,English,7,3.2,2000
Adventure,NA,With Fire and Sword,Poland,1999,movie,Polish,7.1,3.7,2000
Crime,R,Rounders,USA,1998,movie,English,7.4,3.7,2000
Drama,NA,The Man Who Had His Hair Cut Short,Belgium,1966,movie,Dutch,7.1,0,1970
Romance,NA,Aimee & Jaguar,Germany,1999,movie,German,7.3,4,2000
Animation,PG,Dinosaur,USA,2000,movie,English,6.4,3,2000
Action,PG-13,The Mummy,USA,1999,movie,English,7,3.4,2000
Animation,PG,Treasure Planet,USA,2002,movie,English,7,3.2,2000
Horror,R,The Faculty,USA,1998,movie,English,6.4,2.9,2000
Comedy,R,Duets,USA,2000,movie,English,6,2.9,2000
Comedy,NA,Tre uomini e una gamba,Italy,1997,movie,Italian,7.5,3.8,2000
Drama,NA,A Christmas Memory,USA,1997,movie,English,6.9,3.6,2000
Animation,G,Rudolph the Red-Nosed Reindeer: The Movie,USA,1998,movie,English,5.7,3.2,2000
Drama,R,The Astronaut's Wife,USA,1999,movie,English,5.3,2.8,2000
Biography,NA,The Day Lincoln Was Shot,USA,1998,movie,English,7,3.7,2000
Drama,NA,About Sarah,USA,1998,movie,English,7.2,3.8,2000
Adventure,PG,Casper Meets Wendy,USA,1998,movie,English,5.3,2.9,2000
Documentary,NA,"Chile, the Obstinate Memory",Canada,1997,movie,Spanish,7.7,3.2,2000
Drama,NA,Pick Pocket,Hong Kong,1997,movie,Mandarin,7.5,3.8,2000
Comedy,R,Bride of Chucky,Canada,1998,movie,English,5.3,2.6,2000
Comedy,PG-13,Edie & Pen,USA,1996,movie,English,5.7,3.3,2000
Drama,NA,Flashback,Italy,1969,movie,Italian,8.3,4.4,1970
Drama,R,Always Outnumbered,USA,1998,movie,English,7.3,3.8,2000
Drama,R,Broken Vessels,USA,1998,movie,English,6.6,3.1,2000
Adventure,R,The Messenger: The Story of Joan of Arc,France,1999,movie,English,6.4,3.1,2000
Documentary,NA,Ayn Rand: A Sense of Life,USA,1997,movie,English,6.9,3.4,2000
Drama,NA,The Hole,Taiwan,1998,movie,Mandarin,7.6,2.9,2000
Drama,NA,The Apple,Iran,1998,movie,Persian,7.3,3.8,2000
Comedy,R,The Girl of Your Dreams,Spain,1998,movie,Spanish,6.9,3.6,2000
Comedy,NA,Hardly a Butterfly,Finland,1998,movie,Finnish,6.7,NA,2000
Action,R,The Delivery,Belgium,1999,movie,French,5.2,2.7,2000
Crime,NA,A Gun for Jennifer,USA,1997,movie,English,5.9,1.2,2000
Horror,R,The Dentist 2,USA,1998,movie,English,4.2,2.7,2000
Drama,R,Cold Mountain,USA,2003,movie,English,7.2,3.3,2000
Comedy,R,Relax... It's Just Sex,USA,1998,movie,English,7,3.4,2000
Comedy,NA,Dirty Linen,Italy,1999,movie,Italian,5.7,NA,2000
Animation,R,South Park: Bigger Longer & Uncut,USA,1999,movie,English,7.8,3.7,2000
Adventure,G,Muppets from Space,USA,1999,movie,English,6.2,3,2000
Drama,NA,Bluebird,Netherlands,2004,movie,Dutch,7.8,3.4,2000
Crime,R,Oxygen,USA,1999,movie,English,6.1,3.2,2000
Comedy,R,The Story of Us,USA,1999,movie,English,5.9,3,2000
Romance,R,Two Ninas,USA,1999,movie,English,6.4,3,2000
Action,PG-13,Behind Enemy Lines,USA,2001,movie,English,6.4,3.2,2000
Drama,PG-13,Tumbleweeds,USA,1999,movie,English,6.7,3.5,2000
Drama,PG-13,What Lies Beneath,USA,2000,movie,English,6.6,3.1,2000
Crime,NA,Bleeder,Denmark,1999,movie,Danish,6.8,3.6,2000
Biography,R,Nowhere in Africa,Germany,2001,movie,English,7.7,4,2000
Crime,R,Joe the King,USA,1999,movie,English,6.7,3.5,2000
Action,R,Rules of Engagement,UK,2000,movie,English,6.4,3.2,2000
Biography,R,Steal This Movie,USA,2000,movie,English,6.4,3.6,2000
Mystery,NA,Simon Magus,UK,1999,movie,English,6.9,3.7,2000
Crime,UNRATED,Croupier,France,1998,movie,English,7.2,3.7,2000
Drama,R,The Virgin Suicides,USA,1999,movie,English,7.2,3.5,2000
Drama,NA,Moscow,Russia,2000,movie,Russian,6.4,2.9,2000
Comedy,NA,Ngon na ma dak lin na,Hong Kong,1998,movie,Cantonese,6.7,3.4,2000
Family,NA,Annaluise & Anton,Germany,1999,movie,German,7,3.9,2000
Romance,R,Nice Guys Sleep Alone,USA,1999,movie,English,5.9,2.9,2000
Drama,PG-13,Passion of Mind,USA,2000,movie,English,5.6,3.1,2000
Comedy,PG,The Flintstones in Viva Rock Vegas,USA,2000,movie,English,3.6,2.3,2000
Documentary,G,The Concert for Bangladesh,USA,1972,movie,English,8.2,4.4,1970
Action,R,The Art of War,USA,2000,movie,English,5.7,2.9,2000
Comedy,R,The Independent,USA,2000,movie,English,6.1,3,2000
Action,R,Pitch Black,USA,2000,movie,English,7.1,3.5,2000
Comedy,R,Agnes Browne,USA,1999,movie,English,6.5,3.5,2000
Comedy,PG-13,She's All That,USA,1999,movie,English,5.8,3,2000
Drama,R,A Map of the World,USA,1999,movie,English,6.6,3.2,2000
Drama,NA,The Trench,France,1999,movie,English,6.1,3.2,2000
Comedy,R,Punks,USA,2000,movie,English,6.7,3.5,2000
Action,PG,Message from Space,Japan,1978,movie,Japanese,5.1,2.6,1980
Comedy,R,Blazing Saddles,USA,1974,movie,English,7.8,3.9,1970
Short,NOT RATED,Aftermath,Spain,1994,movie,Inconnu,6,3.3,1990
Comedy,PG-13,Top of the Food Chain,Canada,1999,movie,English,6.4,3.9,2000
Action,PG-13,Charlie's Angels,USA,2000,movie,English,5.5,2.9,2000
Family,PG,Spooky House,USA,2002,movie,English,5.3,3.1,2000
Comedy,R,The Last Big Thing,USA,1996,movie,English,6.9,3.3,2000
Adventure,G,The Adventures of Elmo in Grouchland,USA,1999,movie,English,5.7,3.2,2000
Drama,R,Guinevere,USA,1999,movie,English,6,3.1,2000
Animation,G,The King and I,USA,1999,movie,English,4,3.1,2000
Action,R,Deep Blue Sea,USA,1999,movie,English,5.8,2.8,2000
Action,NA,The Tough Ones,Finland,1999,movie,Finnish,7.1,3.5,2000
Documentary,NA,Off the Menu: The Last Days of Chasen's,USA,1997,movie,English,5.6,3.2,2000
Comedy,R,Luminarias,USA,2000,movie,English,3.6,3.2,2000
Comedy,UNRATED,Juha,Finland,1999,movie,Finnish,7,3.6,2000
Documentary,NA,Private Practices: The Story of a Sex Surrogate,USA,1986,movie,English,6.5,3,1990
Family,PG,A Dog of Flanders,USA,1999,movie,English,6.3,3.6,2000
Drama,R,Impostor,USA,2001,movie,English,6.2,3,2000
Comedy,R,The Wood,USA,1999,movie,English,6.9,3.9,2000
Comedy,NA,èA volar joven!,Mexico,1947,movie,Spanish,7.2,3.6,1950
Comedy,R,Beautiful People,UK,1999,movie,English,6.6,3.7,2000
Crime,R,In Too Deep,USA,1999,movie,English,6.1,3.6,2000
Drama,R,Lost Souls,USA,2000,movie,English,4.8,2.6,2000
Drama,R,Macbeth in Manhattan,USA,1999,movie,English,5.6,2.3,2000
Comedy,NA,Tuvalu,Germany,1999,movie,Inconnu,7.4,4.1,2000
Crime,NA,CHiPs '99,USA,1998,movie,English,5.1,2.7,2000
Adventure,R,Limbo,USA,1999,movie,English,7.1,3.5,2000
Crime,R,The Limey,USA,1999,movie,English,7.1,3.6,2000
Short,NA,The Fountain of Youth,USA,1958,movie,English,7.7,2.8,1960
Drama,R,A Table for One,USA,1999,movie,English,5.2,3,2000
Animation,NA,Boo to You Too! Winnie the Pooh,USA,1996,movie,English,7.2,3.8,2000
Comedy,R,American Pie,USA,1999,movie,English,7,3.4,2000
Drama,NA,Onimasa,Japan,1982,movie,Japanese,7.1,3.2,1980
Drama,NA,Ola einai dromos,Greece,1998,movie,Greek,7.9,3.8,2000
Horror,R,Stir of Echoes,USA,1999,movie,English,7,3.4,2000
Action,R,Vidocq,France,2001,movie,French,6.5,3.3,2000
Drama,NA,Okraina,Russia,1998,movie,Russian,7.8,3.9,2000
Family,G,Babar: King of the Elephants,Canada,1999,movie,English,5.9,3,2000
Comedy,PG,Waking Ned Devine,UK,1998,movie,English,7.4,3.6,2000
Drama,NA,Sombre,France,1998,movie,French,6.3,3.5,2000
Biography,G,The Straight Story,France,1999,movie,English,8,4,2000
Drama,NA,Great Expectations,UK,1999,movie,English,7.3,3.6,2000
Adventure,PG-13,The Lord of the Rings: The Return of the King,USA,2003,movie,English,8.9,3.7,2000
Action,PG-13,Jurassic Park III,USA,2001,movie,English,5.9,3,2000
Action,R,Split Decisions,USA,1988,movie,English,5.2,2.8,1990
Drama,NA,The Temptations,USA,1998,movie,Italian,8.4,4.3,2000
Action,NOT RATED,Adventures of Zatoichi,Japan,1964,movie,Japanese,7.4,3.4,1960
Thriller,R,Slow Burn,USA,2000,movie,English,5,2.7,2000
Comedy,R,Ringmaster,USA,1998,movie,English,3.1,2.1,2000
Comedy,PG-13,The Dinner Game,France,1998,movie,French,7.7,4.1,2000
Action,R,Ghost Dog: The Way of the Samurai,France,1999,movie,English,7.6,3.7,2000
Action,NA,A True Mob Story,Hong Kong,1998,movie,Cantonese,6.5,3.4,2000
Comedy,PG-13,"Happy, Texas",USA,1999,movie,English,6.3,3.1,2000
Drama,NA,Rembrandt,France,1999,movie,French,6.3,3.5,2000
Drama,NA,David and Lisa,USA,1998,movie,English,6.8,3.6,2000
Action,NA,Der Eisbèr,Germany,1998,movie,German,6.7,NA,2000
Comedy,R,Trick,USA,1999,movie,English,7.2,3.7,2000
Comedy,PG-13,Catfish in Black Bean Sauce,USA,1999,movie,English,6.6,3.5,2000
Animation,UNRATED,Animaniacs: Wakko's Wish,USA,1999,movie,English,7.1,3.9,2000
Comedy,NA,Tri muskarca Melite Zganjer,Croatia,1998,movie,Serbo-Croatian,7.2,0,2000
Drama,PG,Music of the Heart,USA,1999,movie,English,6.7,3.5,2000
Action,PG-13,Hellboy,USA,2004,movie,English,6.8,3.2,2000
Comedy,R,Just Looking,USA,1999,movie,English,6.7,3.2,2000
Comedy,R,Get Real,UK,1998,movie,English,7.7,3.8,2000
Drama,R,The Tic Code,USA,1999,movie,English,6.6,3.6,2000
Animation,UNRATED,Scooby-Doo on Zombie Island,USA,1998,movie,English,7.7,3.1,2000
Comedy,NA,Le poulpe,France,1998,movie,French,6.7,3.8,2000
Comedy,NA,Frog,USA,1987,movie,English,5.9,3.7,1990
Drama,R,The Emperor and the Assassin,China,1998,movie,Mandarin,7.3,3.7,2000
Action,NA,The Hunley,USA,1999,movie,English,6.7,3.5,2000
Crime,R,Bless the Child,USA,2000,movie,English,5,2.8,2000
Comedy,NA,"Learn How to Read and Write, Son",Greece,1981,movie,Greek,8.1,4,1980
Comedy,R,Detroit Rock City,USA,1999,movie,English,6.8,3.5,2000
Biography,PG-13,Malcolm X,USA,1992,movie,English,7.7,3.9,1990
Biography,NA,The Elephant Man,USA,1982,movie,English,7.2,NA,1980
Crime,R,Summer of Sam,USA,1999,movie,English,6.6,2,2000
Biography,PG,The Audrey Hepburn Story,USA,2000,movie,English,5.8,3.2,2000
Drama,R,Bringing Out the Dead,USA,1999,movie,English,6.8,3.2,2000
Adventure,R,The Beach,USA,2000,movie,English,6.6,3,2000
Documentary,NA,42 Up,UK,1998,movie,English,8.3,4,2000
Action,NA,Assassination,Japan,1964,movie,Japanese,7.4,3.8,1960
Comedy,NA,Da grande,Italy,1987,movie,Italian,6.4,3,1990
Documentary,NA,Continental Circus,France,1972,movie,Spanish,7.5,0,1970
Adventure,PG,Alice in Wonderland,UK,1999,movie,English,6.3,3.3,2000
Adventure,R,Interstate 60: Episodes of the Road,Canada,2002,movie,English,7.7,3.9,2000
Comedy,R,Ghost World,USA,2001,movie,English,7.5,3.7,2000
Thriller,R,Along Came a Spider,USA,2001,movie,English,6.3,3.1,2000
Action,R,Scanners II: The New Order,Canada,1991,movie,English,5.2,2.7,1990
Comedy,NA,Love at First Hiccough,Denmark,1999,movie,Danish,6.1,2.8,2000
Drama,NA,The Adopted Son,Kyrgyzstan,1998,movie,Kirghiz,7.2,3.8,2000
Comedy,NA,The Wounds,Federal Republic of Yugoslavia,1998,movie,Serbian,8.2,4.1,2000
Drama,NA,Midnight,France,1998,movie,Portuguese,7.1,3.2,2000
Action,R,Romeo Must Die,USA,2000,movie,English,6.1,3.1,2000
Crime,NOT RATED,Rear Window,USA,1998,movie,English,5.6,2.8,2000
Drama,R,54,USA,1998,movie,English,5.8,2.8,2000
Biography,PG,Molokai,Belgium,1999,movie,English,6.9,3.6,2000
Crime,NA,Short Sharp Shock,Germany,1998,movie,German,7.4,3.8,2000
Drama,R,Twin Falls Idaho,USA,1999,movie,English,7.3,3.8,2000
Documentary,NA,Echoes From a Somber Empire,France,1990,movie,German,7.4,3.9,1990
Crime,NA,The Color of Lies,France,1999,movie,French,7,3.1,2000
Drama,NOT RATED,Dil Se..,India,1998,movie,Hindi,7.8,3.8,2000
Drama,PG-13,Felicia's Journey,Canada,1999,movie,English,7,3.4,2000
Drama,R,Liberty Heights,USA,1999,movie,English,7.1,3.4,2000
Animation,PG,Sinbad: Legend of the Seven Seas,USA,2003,movie,English,6.7,3.1,2000
Crime,R,Bones,USA,2001,movie,English,4,2.7,2000
Documentary,NA,Divorce Iranian Style,Iran,1998,movie,Persian,7.6,4,2000
Drama,R,Mulholland Drive,France,2001,movie,English,8,3.7,2000
Adventure,PG-13,I Dreamed of Africa,USA,2000,movie,English,5.5,3.1,2000
Drama,R,Final Cut,UK,1998,movie,English,6.1,3.5,2000
Drama,NA,Rosie,France,1998,movie,Dutch,7.3,4.3,2000
Comedy,R,The Debut,USA,2000,movie,English,6.6,3.6,2000
Action,R,Contract Killer,Hong Kong,1998,movie,Japanese,6.2,3.3,2000
Drama,NOT RATED,Blow-Up,UK,1966,movie,English,7.7,3.9,1970
Drama,NA,Posthumous Memories,Portugal,2001,movie,Portuguese,7.2,3.7,2000
Drama,TV-PG,Brink!,USA,1998,movie,English,7.2,3.6,2000
Drama,R,Sleepy Hollow,USA,1999,movie,English,7.4,3.5,2000
Comedy,PG,Runaway Bride,USA,1999,movie,English,5.4,3,2000
War,NA,Ambush,Finland,1999,movie,Finnish,6.8,3.2,2000
Sci-Fi,R,Hollow Man,USA,2000,movie,English,5.7,2.6,2000
Action,R,Shaft,Germany,2000,movie,English,5.9,2.9,2000
Action,NA,"Ninja, a Band of Assassins",Japan,1962,movie,Japanese,7.2,3.7,1960
Drama,R,A Slipping-Down Life,USA,1999,movie,English,6.2,3.2,2000
Adventure,PG,Stuart Little,Germany,1999,movie,English,5.9,2.9,2000
Comedy,PG-13,Hanging Up,USA,2000,movie,English,4.7,2.7,2000
Adventure,NA,T-Rex: Back to the Cretaceous,USA,1998,movie,English,4.6,2.8,2000
Short,NA,Genesis,Spain,1998,movie,Inconnu,7.2,3.8,2000
Action,PG-13,The Sum of All Fears,USA,2002,movie,English,6.4,3,2000
Biography,NA,The Elephant Man,USA,1982,movie,English,7.2,3.2,1980
Drama,NA,After Life,Japan,1998,movie,Japanese,7.8,4.1,2000
Short,NOT RATED,Aftermath,Spain,1994,movie,Inconnu,6,3.3,1990
Comedy,UNRATED,Don't Tell Anyone,Spain,1998,movie,Spanish,7,3.7,2000
Animation,G,The Land Before Time VI: The Secret of Saurus Rock,USA,1998,movie,English,5.8,2.9,2000
Comedy,NA,Cosè è la vita,Italy,1998,movie,Italian,6.8,3.3,2000
Drama,UNRATED,Fègi Is a Bastard,France,1998,movie,French,7.2,3.3,2000
Animation,UNRATED,Batman & Mr. Freeze: SubZero,USA,1998,movie,English,7.3,3,2000
Crime,NA,Bullet Ballet,Japan,1998,movie,Japanese,7.1,3.9,2000
Adventure,PG-13,Cast Away,USA,2000,movie,English,7.7,3.5,2000
Drama,R,My Own Country,USA,1998,movie,English,7.2,2.8,2000
Comedy,R,Smiling Fish & Goat on Fire,USA,1999,movie,English,7.6,2.9,2000
Biography,PG,Molokai,Belgium,1999,movie,English,6.9,3.6,2000
Comedy,R,East Is East,UK,1999,movie,English,6.9,3.5,2000
Comedy,NA,Why Not Me?,Spain,1999,movie,French,6.7,0,2000
Animation,PG-13,Monkeybone,USA,2001,movie,English,4.7,2.3,2000
Drama,NA,The Book of Stars,USA,1999,movie,English,7,3.8,2000
Comedy,NA,Den eneste ene,Denmark,1999,movie,Danish,6.9,4,2000
Drama,NA,Faust,West Germany,1960,movie,German,7.4,0,1960
Drama,PG,Music of the Heart,USA,1999,movie,English,6.7,3.5,2000
Crime,NA,The Keeper,USA,1995,movie,English,6,2.5,2000
Comedy,PG-13,Drive Me Crazy,USA,1999,movie,English,5.6,2.8,2000
Crime,R,Under Suspicion,France,2000,movie,English,6.5,3.2,2000
Romance,R,Mifune,Denmark,1999,movie,Danish,7.2,3.8,2000
Drama,PG-13,Anna and the King,USA,1999,movie,English,6.7,3.2,2000
Animation,G,Spirit: Stallion of the Cimarron,USA,2002,movie,English,7,3.3,2000
War,NA,Ambush,Finland,1999,movie,Finnish,6.8,NA,2000
Action,R,Hearts and Armour,Italy,1983,movie,Italian,5.8,3.3,1980
Animation,G,Babes in Toyland,USA,1997,movie,English,4.4,3.4,2000
Drama,NA,"Tsatsiki, morsan och polisen",Sweden,1999,movie,Swedish,6,3.3,2000
Comedy,R,Kimberly,USA,1999,movie,English,5.3,3.3,2000
Documentary,PG-13,The Last Days,USA,1998,movie,English,7.7,3.9,2000
Comedy,R,The Best Man,USA,1999,movie,English,6.6,3.7,2000
Animation,NOT RATED,Neon Genesis Evangelion: The End of Evangelion,Japan,1997,movie,Japanese,8.2,3.9,2000
Comedy,R,Soft Toilet Seats,USA,1999,movie,English,5.1,3.6,2000
Comedy,R,Cecil B. DeMented,France,2000,movie,English,6.2,3.4,2000
Documentary,NA,Sam Kinison: Why Did We Laugh?,USA,1998,movie,English,6.6,3,2000
Comedy,R,Cherry Falls,USA,2000,movie,English,5,2.7,2000
Comedy,NA,Plastic Utopia,USA,1997,movie,English,7.7,0,2000
Drama,NA,Fiona,USA,1998,movie,English,6.1,3.1,2000
Drama,R,Tigerland,USA,2000,movie,English,7,3.4,2000
Drama,R,Xiu Xiu: The Sent-Down Girl,Hong Kong,1998,movie,Mandarin,7.5,3.9,2000
Horror,R,The Eternal,USA,1998,movie,English,4.3,2.8,2000
Drama,R,The End of the Affair,UK,1999,movie,English,7.1,3.6,2000
Drama,R,Light It Up,USA,1999,movie,English,6,3.6,2000
Comedy,NA,Pyaar Kiya To Darna Kya,India,1998,movie,Hindi,6.7,3.7,2000
Comedy,R,Whipped,USA,2000,movie,English,4.4,2.4,2000
Horror,R,Horror Planet,UK,1981,movie,English,3.5,2.3,1980
Drama,PG,Shiloh 2: Shiloh Season,UK,1999,movie,English,6,3.4,2000
Drama,NA,"Late August, Early September",France,1998,movie,French,7,3.5,2000
Comedy,R,Muertos de risa,Spain,1999,movie,Spanish,6.7,3.8,2000
Drama,NA,Posetitel muzeya,Soviet Union,1989,movie,Russian,7.3,4.3,1990
Adventure,TV-G,Halloweentown,USA,1998,movie,English,6.8,3.2,2000
Drama,PG-13,Autumn in New York,USA,2000,movie,English,5.5,2.9,2000
Adventure,PG-13,The Lord of the Rings: The Two Towers,USA,2002,movie,English,8.7,4.1,2000
Comedy,PG-13,Superstar,USA,1999,movie,English,5,2.9,2000
Drama,PG-13,The Sixth Sense,USA,1999,movie,English,8.2,3.8,2000
Comedy,NA,Pitkè kuuma kesè,Finland,1999,movie,Finnish,7,3.9,2000
Biography,PG-13,Antwone Fisher,USA,2002,movie,English,7.3,3.6,2000
Drama,NA,Next Stop Paradise,France,1998,movie,Romanian,8,4.2,2000
Comedy,NA,L'amico del cuore,Italy,1998,movie,Italian,5.7,3,2000
Animation,NA,Neon Genesis Evangelion: Death & Rebirth,Japan,1997,movie,Japanese,7.6,3.9,2000
Drama,NA,The Lighthouse,Argentina,1998,movie,Spanish,7.1,3.6,2000
Comedy,NA,Luna Papa,Germany,1999,movie,Russian,7.3,4.1,2000
Comedy,PG,Shall We Dance?,Japan,1996,movie,Japanese,7.8,3.9,2000
Horror,PG-13,Komodo,Australia,1999,movie,English,4,2.5,2000
Short,NA,Solo,Soviet Union,1980,movie,Russian,6.9,NA,1980
Drama,R,Simpatico,UK,1999,movie,English,4.4,2.4,2000
Animation,NA,The Pied Piper,Czechoslovakia,1986,movie,Czech,8,4.3,1990
Adventure,UNRATED,Noah's Ark,Germany,1999,series,English,3.9,2.4,2000
Comedy,NA,Ferdinando e Carolina,Italy,1999,movie,Italian,6.1,2.8,2000
Thriller,NA,Almost Blue,Italy,2000,movie,Italian,5.6,3.3,2000
Drama,NOT RATED,Ratcatcher,UK,1999,movie,English,7.5,1.6,2000
Biography,R,"Girl, Interrupted",USA,1999,movie,English,7.3,3.5,2000
Romance,NA,L'ennui,France,1998,movie,French,6.3,3.6,2000
Adventure,NA,The Count of Monte Cristo,France,1998,series,French,8,NA,2000
Documentary,NA,Megacities,Austria,1998,movie,Hindi,7.5,0,2000
Comedy,R,Favorite Deadly Sins,USA,1995,movie,English,5.2,2.9,2000
Comedy,PG,How the Grinch Stole Christmas,USA,2000,movie,English,6,3.2,2000
Fantasy,PG-13,The Haunting,USA,1999,movie,English,4.9,2.7,2000
Drama,NA,The Stone Raft,Spain,2002,movie,Spanish,6,3.3,2000
Comedy,R,Twice Upon a Yesterday,Spain,1998,movie,English,6.5,3.2,2000
Drama,NA,La Ciudad (The City),USA,1998,movie,English,7.2,0,2000
Animation,G,A Fish Tale,Germany,2000,movie,English,5.8,2.9,2000
Documentary,NOT RATED,Let It Come Down: The Life of Paul Bowles,Canada,1998,movie,English,7.2,3,2000
Drama,NA,The Quarry,Belgium,1998,movie,English,6.4,2.9,2000
Drama,PG-13,Wind with the Gone,Argentina,1998,movie,Spanish,6.7,4.4,2000
Drama,R,The Jack Bull,USA,1999,movie,English,6.9,3.5,2000
Horror,R,Sometimes They Come Back... for More,USA,1998,movie,English,3.1,2.5,2000
Biography,R,Introducing Dorothy Dandridge,USA,1999,movie,English,7.1,3.7,2000
Action,R,Gladiator,USA,2000,movie,English,8.5,3.8,2000
Animation,PG-13,Final Fantasy: The Spirits Within,USA,2001,movie,English,6.4,3,2000
Drama,NA,La Ciudad (The City),USA,1998,movie,English,7.2,NA,2000
Drama,NA,O Delfim,France,2002,movie,Portuguese,6.8,3.1,2000
Fantasy,NA,Alice Through the Looking Glass,UK,1998,movie,English,5.7,3,2000
Biography,UNRATED,Pirates of Silicon Valley,USA,1999,movie,English,7.2,3.6,2000
Comedy,R,Better Than Chocolate,Canada,1999,movie,English,6.3,3.8,2000
Drama,R,Cabaret Balkan,Federal Republic of Yugoslavia,1998,movie,Serbian,7.9,3.8,2000
Comedy,NA,Boy Meets Girl,Canada,1998,movie,English,6,3.1,2000
Drama,NA,Father of a Soldier,Soviet Union,1965,movie,Georgian,8.8,0,1960
Action,R,Bad Boys II,USA,2003,movie,English,6.5,3.6,2000
Comedy,R,Venus Beauty,France,1999,movie,French,6.4,3.1,2000
Drama,NA,Lakota Woman: Siege at Wounded Knee,USA,1994,movie,English,7.1,4.2,1990
Documentary,NA,Dancemaker,USA,1998,movie,English,6.9,3,2000
Drama,PG,Race to Space,Germany,2001,movie,English,5.5,3.2,2000
Crime,R,Dancer in the Dark,Denmark,2000,movie,English,8,4.1,2000
